#### Simulations (10)
# e #1
0.0,0.0
1.26796657804643,0.0
1.26796657804643,-2.0
1.60273977005953,-2.0
1.60273977005953,-4.0
2.700312479792075,-4.0
2.700312479792075,-6.0
3.866826678105443,-6.0
3.866826678105443,-8.0
5.046452947037262,-8.0
5.046452947037262,-10.0
6.04861612328865,-10.0
6.04861612328865,-12.0
6.629592689949391,-12.0
6.629592689949391,-14.0
6.831439510123481,-14.0
6.831439510123481,-16.0
7.456614993502026,-16.0
7.456614993502026,-18.0
8.178454106215707,-18.0
8.178454106215707,-19.0
8.606059237121645,-19.0
8.606059237121645,-20.0
8.77769671514871,-20.0
8.77769671514871,-19.0
10.52715467537843,-19.0
10.52715467537843,-18.0
10.66727728990341,-18.0
10.66727728990341,-14.0
10.97194567632034,-14.0
10.97194567632034,-10.0
12.58206437991634,-10.0
12.58206437991634,-8.0
12.60487046637464,-8.0
12.60487046637464,10.0
14.42538798967151,10.0
14.42538798967151,14.0
14.70322325084753,14.0
14.70322325084753,32.0
16.05838368154879,32.0
16.05838368154879,50.0
16.92781934371054,50.0
16.92781934371054,53.0
17.38639814190334,53.0
17.38639814190334,54.0
18.37378024029994,54.0
18.37378024029994,52.0
18.89361105047479,52.0
18.89361105047479,51.0
19.75464547108359,51.0
19.75464547108359,50.0
19.97495911507403,50.0
19.97495911507403,68.0
20.81705844121175,68.0
20.81705844121175,86.0
# e #2
0.0,0.0
1.881061279858884,0.0
1.881061279858884,-2.0
3.779422670429293,-2.0
3.779422670429293,-4.0
4.509778511654956,-4.0
4.509778511654956,-6.0
5.550873897543619,-6.0
5.550873897543619,-8.0
5.850581724417746,-8.0
5.850581724417746,-10.0
7.169290139317536,-10.0
7.169290139317536,-12.0
7.984426682243805,-12.0
7.984426682243805,-14.0
8.12336560026673,-14.0
8.12336560026673,-16.0
8.172291060931387,-16.0
8.172291060931387,-18.0
8.807899369673295,-18.0
8.807899369673295,-20.0
9.218977933313282,-20.0
9.218977933313282,-22.0
9.771425509024855,-22.0
9.771425509024855,-24.0
9.975406988784629,-24.0
9.975406988784629,-26.0
11.4349347426163,-26.0
11.4349347426163,-28.0
13.0333782361501,-28.0
13.0333782361501,-29.0
13.61321722025285,-29.0
13.61321722025285,-30.0
14.46919554854176,-30.0
14.46919554854176,-29.0
16.09546131568758,-29.0
16.09546131568758,-28.0
17.72208919385056,-28.0
17.72208919385056,-24.0
17.86118427525041,-24.0
17.86118427525041,-20.0
17.97169018425812,-20.0
17.97169018425812,-18.0
18.24664922957912,-18.0
18.24664922957912,-19.0
19.84076285936142,-19.0
19.84076285936142,-16.0
20.58457361748302,-16.0
20.58457361748302,-11.0
22.15376032243249,-11.0
22.15376032243249,7.0
22.94365553342609,7.0
22.94365553342609,25.0
23.16295433295757,25.0
23.16295433295757,43.0
# e #3
0.0,0.0
1.972498809781238,0.0
1.972498809781238,-2.0
2.967741597878626,-2.0
2.967741597878626,-4.0
4.414037237747436,-4.0
4.414037237747436,-6.0
4.470525005604903,-6.0
4.470525005604903,-8.0
5.040600628189144,-8.0
5.040600628189144,-10.0
5.089931373917853,-10.0
5.089931373917853,-12.0
6.053558551508962,-12.0
6.053558551508962,-14.0
6.96511679731092,-14.0
6.96511679731092,-16.0
7.874787664901396,-16.0
7.874787664901396,-18.0
8.883972650609367,-18.0
8.883972650609367,-20.0
9.843924145007737,-20.0
9.843924145007737,-22.0
11.0346150455065,-22.0
11.0346150455065,-24.0
11.09787469673788,-24.0
11.09787469673788,-26.0
12.38489966607663,-26.0
12.38489966607663,-28.0
12.42261594368515,-28.0
12.42261594368515,-29.0
12.63312122777906,-29.0
12.63312122777906,-30.0
13.57038474445901,-30.0
13.57038474445901,-29.0
14.36506233890533,-29.0
14.36506233890533,-28.0
14.79238987376772,-28.0
14.79238987376772,-24.0
15.76091207306731,-24.0
15.76091207306731,-20.0
16.11110516425432,-20.0
16.11110516425432,-14.0
16.99800061516176,-14.0
16.99800061516176,-8.0
17.039608339086,-8.0
17.039608339086,-4.0
17.06201716945225,-4.0
17.06201716945225,14.0
17.81409608834946,14.0
17.81409608834946,32.0
18.42425806419712,32.0
18.42425806419712,35.0
19.24958919552529,35.0
19.24958919552529,36.0
19.69418343726047,36.0
19.69418343726047,34.0
21.03565992866233,34.0
21.03565992866233,33.0
21.28644647553546,33.0
21.28644647553546,32.0
22.11555171797358,32.0
22.11555171797358,50.0
22.8681629234191,50.0
22.8681629234191,68.0
# e #4
0.0,0.0
1.46720291461609,0.0
1.46720291461609,-2.0
1.977997409088434,-2.0
1.977997409088434,-4.0
2.051816433203999,-4.0
2.051816433203999,-6.0
3.243047604388824,-6.0
3.243047604388824,-8.0
4.163806450123462,-8.0
4.163806450123462,-10.0
5.713250176579864,-10.0
5.713250176579864,-12.0
5.971275852093862,-12.0
5.974282659302895,-14.0
5.974282659302895,-16.0
6.791181989158344,-16.0
6.791181989158344,-18.0
6.911559473140326,-18.0
6.911559473140326,-20.0
7.346142939207798,-20.0
7.346142939207798,-22.0
8.559564209903748,-22.0
8.559564209903748,-24.0
9.969541668622547,-24.0
9.969541668622547,-26.0
10.17956448062586,-26.0
10.17956448062586,-28.0
11.24925944356488,-28.0
11.24925944356488,-30.0
12.08462234695622,-30.0
12.08462234695622,-31.0
13.61775730773026,-31.0
13.61775730773026,-32.0
15.48272015505728,-32.0
15.48272015505728,-31.0
17.11568340826911,-31.0
17.11568340826911,-30.0
18.36581247414836,-30.0
18.36581247414836,-26.0
19.09086585207898,-26.0
19.09086585207898,-22.0
20.0736968210043,-22.0
